FIPS,COUNTYNAME,N1,A00100,A00200,A00900,A01000,A01700,A02300,A02500,A26270,A19300,A19700,A10300,A59660,N59660,A11070
48417,Shackelford County,1540,62945,63649,2061,4236,6065,2689,2972,-18754,382,1226,9452,592,280,380
48419,Shelby County,10960,484699,364079,17924,19330,39452,16621,15633,20126,1898,5304,47920,7318,2770,4106
48421,Sherman County,1180,61282,46542,2128,1513,3738,245,2001,2048,0,518,6147,493,190,365
48423,Smith County,111220,7623422,4742565,235746,430645,498317,177877,261514,461570,52815,123520,1018481,53720,21470,32507
48425,Somervell County,4340,319892,203412,9859,22998,27630,6889,12144,15653,2395,4462,37680,1640,690,995
48427,Starr County,28700,948408,774203,22706,4531,49048,128957,7835,10848,1027,2209,57191,37836,12010,16491
48429,Stephens County,3920,178791,126078,9997,7114,16916,5090,7815,2407,409,1930,19546,2390,920,1314
48431,Sterling County,580,45271,25720,695,2767,1725,617,959,2368,0,0,6104,188,70,122
48433,Stonewall County,590,30193,18827,1452,2321,2590,601,1427,-63,0,0,3043,228,100,158
48435,Sutton County,1730,105208,67235,2633,7001,8092,2936,3624,1781,0,655,13437,837,330,474
48437,Swisher County,3230,132472,91442,2886,3551,10571,2105,5694,2908,0,847,13176,2146,740,1170
48439,Tarrant County,1022710,75260592,53792064,1760637,6235927,4030254,2153314,1712065,3687709,716534,1369101,10553711,472246,187310,284616
48441,Taylor County,65510,3837464,2623053,118477,226904,314878,80586,121066,176031,19663,60371,438111,32585,13280,18781
48443,Terrell County,310,15019,11409,326,141,1826,354,627,0,0,0,1483,120,50,66
48445,Terry County,4960,212304,148628,5484,5348,15670,7916,7372,10442,209,2199,20487,3586,1350,2038
48447,Throckmorton County,700,36917,23318,1392,2723,3661,390,1417,4853,0,0,4212,297,110,159
48449,Titus County,14830,751383,550289,27405,40327,54435,20438,24619,32180,3253,6674,79254,9205,3490,6165
48451,Tom Green County,55680,3483578,2227891,128446,172111,251043,75714,110954,228329,14746,50287,447997,25549,10520,14531
48453,Travis County,642500,79878940,47306874,2617119,16023765,2367238,1295453,1090233,6342362,836615,2008069,15077497,155447,74740,101694
48455,Trinity County,6550,293501,208001,4684,8457,39870,10589,15003,10697,886,1823,27396,3643,1450,1916
48457,Tyler County,9180,398596,300217,10884,11309,44395,18371,18002,5249,994,2565,36131,4431,1790,2422
48459,Upshur County,18410,925683,698545,28023,29853,80140,36181,32255,19271,6877,8655,85405,9864,3920,5803
48461,Upton County,1480,114346,74209,964,7406,4018,2196,2546,9033,0,0,15643,650,260,391
48463,Uvalde County,12680,587484,405845,28150,50290,46219,16112,17751,22334,2675,5231,66796,10742,3820,4916
48465,Val Verde County,22850,1037281,794876,30115,21136,84168,46878,21231,18532,2332,3031,84666,18579,6550,9019
48467,Van Zandt County,25840,1418102,1022302,48479,62384,143727,40432,53206,69114,8733,13733,146124,12026,4910,7306
48469,Victoria County,43520,2678181,1771175,88498,184616,178528,88746,91406,61369,10564,24501,332732,24393,9280,12588
48471,Walker County,32410,1320513,915944,22799,55416,172584,36323,58978,39150,8195,17085,131319,13381,5290,7102
48473,Waller County,24530,1701863,1266523,52854,78034,97807,44791,43048,96855,20380,24947,222981,11729,4560,7752
48475,Ward County,5310,327722,248428,4934,8512,16316,14204,7021,4122,726,1733,39623,2645,1020,1619
48477,Washington County,17250,1169740,702779,44252,100366,101298,17872,54771,97243,9998,20203,154968,7462,2870,4313
48479,Webb County,126630,5206025,3825793,260719,144886,283870,261222,81335,188034,22019,18886,490176,141279,46230,62980
48481,Wharton County,20680,1102864,784280,29279,48164,78929,36221,38944,50417,4175,7226,124125,13052,4810,6842
48483,Wheeler County,2250,104930,79395,2204,8412,9196,2760,4481,923,271,1960,10468,1077,400,639
48485,Wichita County,59600,3220855,2143380,90805,202142,295674,89060,118718,129617,11332,41080,346558,29430,11870,16557
48487,Wilbarger County,5860,281390,199365,5665,6613,29350,4679,11720,8790,409,1867,26289,3527,1320,1988
48489,Willacy County,8790,297077,227627,6158,8537,21819,18762,6121,6997,521,791,22701,8289,2820,3689
48491,Williamson County,305010,27056400,20297698,738136,1614654,1523972,532883,662958,1003011,289152,267646,3620276,69941,32220,48820
48493,Wilson County,23970,1679062,1210883,49562,45287,185586,35061,52083,51772,13658,12585,193426,8164,3360,4959
48495,Winkler County,3250,189440,152970,2779,3829,8654,9294,3660,609,219,484,20002,1708,680,1051
48497,Wise County,33400,2227504,1661123,72414,110627,161921,56435,65051,84967,19854,30571,254835,11763,5050,8430
48499,Wood County,21670,1169905,720320,40925,56606,157345,29503,71744,55758,5334,9692,127313,8872,3780,5229
48501,Yoakum County,3700,202419,157558,5014,5316,11576,13226,5721,-1802,383,1784,20556,1901,740,1356
48503,Young County,8330,472946,314575,16802,25151,37449,9928,19420,30949,2159,8052,61006,3961,1590,2508
48505,Zapata County,5680,181158,146776,6877,3785,16306,16393,3031,952,300,136,12232,8718,2460,3688
48507,Zavala County,4600,160148,118825,4872,4620,11114,12178,2858,1044,115,605,12029,5128,1770,2352
49001,Beaver County,3340,164917,123402,2202,5801,16914,1531,7225,9451,1254,2290,12983,1343,550,1103
49003,Box Elder County,25900,1599320,1196847,14421,79457,132801,20924,53666,83436,18075,35599,136618,7694,3460,8233
49005,Cache County,56180,3767604,2598206,53088,318274,211209,29504,102001,394036,45490,141173,394999,16263,7250,16760
49007,Carbon County,9030,467281,347122,6098,14027,47626,6903,21938,12241,2328,4969,40120,3437,1550,2387
49009,Daggett County,460,26413,17382,268,572,4569,208,1488,1302,208,205,2413,109,70,86
49011,Davis County,160530,13160134,9433056,197625,991069,846578,135197,323688,1043585,244616,506281,1545021,35488,16490,35440
49013,Duchesne County,8150,432158,350189,7776,14913,31174,11849,12940,30968,4136,10003,41442,3304,1340,3018
49015,Emery County,4250,221632,173498,1776,3248,25973,2977,11285,3959,740,2812,16149,1503,640,1252
49017,Garfield County,2420,131308,77051,859,18246,16373,4627,6223,2546,927,2670,13393,782,360,686
49019,Grand County,5460,301801,196943,7976,21208,22604,12457,11263,20305,3217,2987,31266,1520,770,1070
49021,Iron County,24970,1354008,926500,22554,70001,139962,20479,53036,103856,15649,31658,120043,10034,4310,8365
49023,Juab County,5090,319554,243656,3708,10814,20849,2493,9045,23756,4185,7727,24894,1714,700,1876
49025,Kane County,3720,202166,128954,3897,15196,24397,4091,10557,9768,2376,4144,19909,1113,510,895
49027,Millard County,5620,290746,233700,3915,11986,31673,2553,14431,7804,2148,6223,23356,2037,870,2209
49029,Morgan County,5280,640974,405212,7938,61331,40213,2953,13754,103093,13631,28755,100847,725,360,1031
49031,Piute County,630,24258,18738,523,2273,4200,336,1431,676,0,265,2125,268,120,215
49033,Rich County,1080,67108,43088,898,6951,6894,370,3303,4920,709,1419,6270,309,130,372
49035,Salt Lake County,571050,46739211,31798506,886846,5367917,1925745,658069,1009311,4232569,758937,1423188,6308886,144705,68990,113322
49037,San Juan County,5230,236925,181863,5206,4339,21263,8870,8760,8532,1578,3847,18046,3416,1380,2154
49039,Sanpete County,11680,596015,453118,11006,29252,58132,6229,25522,37769,6661,15083,50407,4561,1860,4565
49041,Sevier County,9340,530491,365313,6032,18725,51703,6425,22564,38836,3658,9233,46481,3936,1660,3179
49043,Summit County,24820,5266802,2612477,183300,1488498,119876,46142,66039,483256,87003,165248,1206817,2402,1730,2493
49045,Tooele County,33360,2095550,1745541,20456,32131,148148,31446,43615,65355,35566,37559,174333,9395,4300,9483
49047,Uintah County,14650,761933,620039,10183,17327,60733,25112,23755,17416,7286,14394,65573,6460,2660,5460
49049,Utah County,275660,22382378,15392382,430766,2495456,890091,210085,410510,2391820,436486,1171595,2788601,68718,31860,75095
49051,Wasatch County,16340,1813743,1109090,45088,306919,87057,25310,43762,163998,42542,65257,300684,3071,1500,3566
49053,Washington County,85790,6187652,3431167,150929,595275,603408,84928,295022,814015,108101,224316,760205,26120,11390,22284
49055,Wayne County,1260,72235,40141,1526,4569,8822,1402,3531,4271,598,1295,7040,413,210,341
49057,Weber County,124290,8123405,5875598,100218,457287,710883,110887,221487,498800,109270,170713,834579,35851,16700,29642
50001,Addison County,19280,1308175,824483,52462,106174,87665,54672,63865,57766,8895,12132,148654,3324,1950,2109
50003,Bennington County,19680,1260646,805507,56313,102735,80642,64799,60215,58531,10306,10633,167697,5338,2730,2937
50005,Caledonia County,15800,840480,572358,34665,36632,62386,43756,39126,28471,3214,3898,83687,4542,2360,2707
50007,Chittenden County,89080,7224871,4772260,255186,585473,395335,249074,244320,396905,63653,95954,963475,12593,7410,7327
50009,Essex County,3060,140618,100306,4289,4056,12890,8494,6668,2376,363,187,11870,948,480,485
50011,Franklin County,26650,1588820,1197246,40309,44972,106778,74953,55197,54116,8776,4375,157186,6772,3330,4078
50013,Grand Isle County,4200,338118,200449,12180,36063,26318,12940,15655,19136,3246,2297,45171,827,440,443
50015,Lamoille County,14550,1049026,638856,51565,65760,51810,62247,34261,117839,8473,19752,141606,3256,1810,1856
50017,Orange County,15780,935251,625557,37195,72428,64821,39397,43229,32060,4310,6143,99574,3633,1950,2167
50019,Orleans County,15050,753858,493865,31402,32208,56183,53080,33362,53191,2560,8170,77570,4919,2330,2730
50021,Rutland County,32700,1913122,1255440,51525,114458,155242,105534,96961,89553,8412,8679,218067,7516,4100,4304
50023,Washington County,32580,2219762,1466690,89602,140514,156249,95624,96386,114932,13818,19875,263658,5554,3330,3279
50025,Windham County,24710,1399550,880914,71088,112682,92966,81639,70695,57563,8478,14552,161377,5632,3240,3064
50027,Windsor County,31710,2280063,1389377,102125,224071,161379,82128,102379,84222,16381,28969,302421,6115,3470,3440
51001,Accomack County,16900,824952,544974,18993,32941,107622,22732,47336,20436,6034,7375,79281,8612,3600,4554
51003,Albemarle County,54100,6948026,3634399,202802,1364601,404138,72414,222295,463313,93999,199194,1247416,10218,5140,6704
51005,Alleghany County,7200,361574,249322,4086,5705,51308,11182,22245,2332,900,2587,31407,2576,1210,1330
51007,Amelia County,6600,382468,272104,5867,9954,40365,8064,17298,15371,3335,4300,38109,2253,1000,1380
51009,Amherst County,14950,778414,562123,13969,20800,85778,18049,39577,13045,4427,5525,68620,5779,2580,3270
51011,Appomattox County,7730,406067,300598,7103,9810,39938,8591,18879,10745,2626,5028,35378,3370,1440,1989
51013,Arlington County,127030,17301385,12029868,535836,1255950,866429,187327,228610,1737717,374460,241196,3302841,15641,8470,9484
51015,Augusta County,38450,2318794,1566529,51617,118540,212928,39461,113453,111064,19174,24434,235843,10341,5050,6591
51017,Bath County,2180,114873,70818,2110,4300,14089,6717,7364,1492,588,1531,11420,727,350,408
51019,Bedford County,38660,2703414,1805711,62495,127844,252601,46508,132620,153860,31621,43687,307314,9965,4790,6105
51021,Bland County,2780,132586,92295,2471,4177,18166,3560,7375,650,353,697,11793,767,360,440
51023,Botetourt County,17030,1236043,834678,22755,45463,126256,19196,64693,46027,12402,18361,138099,3339,1710,2194
51025,Brunswick County,7570,311696,224221,2215,11714,38331,8914,16061,4237,2135,3323,27282,4057,1700,1807
51027,Buchanan County,7920,321936,238011,5069,6569,27762,13866,16561,8460,337,1352,25787,3877,1660,1815
51029,Buckingham County,7530,311541,224346,8249,7795,36242,9439,15143,5429,1721,2721,25481,3230,1480,1767
51031,Campbell County,26660,1391260,1022081,24127,30429,128888,33775,65916,43581,7607,12766,121591,9995,4570,5729
51033,Caroline County,15510,890497,689514,13496,14641,87312,23049,33173,16031,12727,10054,83837,5555,2500,3389
51035,Carroll County,13200,587464,408159,18805,14914,61619,24969,30075,14529,1700,2885,48084,5477,2600,2908
51036,Charles City County,3540,224083,137319,1685,10623,23954,4955,11237,14380,1942,2936,27019,1041,510,503
51037,Charlotte County,5260,229543,164270,5494,6608,27136,5599,12081,3401,866,1859,18372,2670,1140,1294
51041,Chesterfield County,185330,14572714,10362578,310258,571641,1262608,268053,560154,583518,230827,212656,1835897,52339,23510,32884
51043,Clarke County,7760,661238,460511,24240,44895,61787,8594,25817,32454,15275,9073,93342,1154,680,819
51045,Craig County,2380,123118,86136,2464,5223,14319,2841,6449,1662,490,745,10314,900,400,538
51047,Culpeper County,25950,1724794,1239948,50507,46404,175591,29929,68512,76644,32655,21033,194601,8344,3590,5485
51049,Cumberland County,4720,215677,154454,5108,5171,23943,5716,10599,2700,1498,1851,18193,2312,990,1211
51051,Dickenson County,5190,213232,159290,3803,1034,22046,7684,11748,1890,0,262,14654,2601,1150,1341
51053,Dinwiddie County,13740,751611,558357,4881,11484,93268,17263,32744,13193,6946,8833,67219,5412,2370,3041
51057,Essex County,5630,306491,202938,5320,7459,34624,8045,16209,11605,3209,4821,31772,2512,1140,1237
51059,Fairfax County,578030,75757064,49942471,2351604,7575774,4984213,1122897,1508559,6250027,1878247,1590113,13462796,105610,52090,67043
51061,Fauquier County,36690,3805782,2520278,118336,330328,317691,40983,116172,244717,100915,64226,571616,6222,3130,4527
51063,Floyd County,7320,415799,260630,12295,17293,40183,12550,19476,36595,2113,5504,43259,2226,1130,1388
51065,Fluvanna County,14000,888948,615110,23023,28501,104347,18330,48305,15765,10220,7244,90618,3258,1570,2158
51067,Franklin County,25960,1587216,1008697,51122,76031,171468,34702,89028,69143,16668,17394,178229,9173,4170,5538
51069,Frederick County,46910,3368970,2433815,89728,96239,325984,56009,137388,125108,52631,36323,383095,11432,5480,7734
51071,Giles County,7800,397750,282731,7783,4674,48244,11790,20072,8965,1258,2217,33833,2511,1130,1461
51073,Gloucester County,19570,1257268,849420,27529,38336,170817,25722,63182,28204,15751,10957,126195,5490,2670,3360
51075,Goochland County,13300,1892769,992014,59034,292394,107461,14121,66290,200839,29636,48005,343330,1894,990,1235
51077,Grayson County,7180,275954,196864,10061,8786,28815,11115,13656,2716,890,1457,21237,2786,1290,1481
51079,Greene County,10020,624978,454515,19765,20903,61129,13961,26860,9564,6986,6072,60494,3203,1470,2007
51081,Greensville County,5010,161676,121825,-2756,4829,16586,5003,8179,3131,790,1720,12126,2471,1000,1169
51083,Halifax County,15950,733934,524316,14093,20450,76576,21097,37243,15110,2879,6758,61453,7812,3400,3860
51085,Hanover County,56270,4957938,3407259,113641,291263,364092,68673,201899,286200,74947,65906,635137,9525,4810,6345
51087,Henrico County,174670,13762127,9790201,309816,751215,863377,281337,463164,677761,197186,207448,1923389,56042,25240,31022
51089,Henry County,23400,966519,710764,19021,14617,81650,41015,48520,21000,3266,8105,74504,12077,5230,6155
51091,Highland County,1120,52385,29377,1689,3662,9452,1167,4141,2011,0,486,5466,278,160,168
51093,Isle of Wight County,19440,1487254,1051044,16187,41575,179164,20358,61817,59087,27538,21427,167126,5449,2480,3076
51095,James City County,40550,3837321,2137003,94011,223159,574552,63061,243379,168114,66001,66745,517741,8366,4030,5111
51097,King and Queen Count,3410,184227,125775,3578,4936,20069,4319,9838,5307,1562,1824,17491,1192,570,651
51099,King George County,12970,1045141,791267,10202,24142,127815,13005,28582,32638,21255,13490,120420,3264,1480,2120
51101,King William County,9240,570003,432079,8709,12944,48044,11925,24313,12181,5954,5486,53160,2553,1190,1573
51103,Lancaster County,6060,470546,213000,15753,45300,65226,8276,35630,34337,7973,7714,62706,2232,990,1040
51105,Lee County,8470,321579,236318,11417,3652,34542,11590,17259,3546,674,1072,24317,5086,2050,2435
51107,Loudoun County,205990,27053081,20680360,718754,1771125,1214410,346237,397166,1614308,862524,382727,4471865,30065,14570,21060
51109,Louisa County,18990,1249590,881072,30242,38974,137271,23917,57441,29787,18456,10886,135970,5706,2660,3528
51111,Lunenburg County,5400,231206,159923,3987,5949,29300,5637,13385,6360,1235,1969,18799,2629,1140,1420
51113,Madison County,6710,435447,288556,19113,22542,45674,7110,20661,16319,4892,6554,49310,2056,960,1337
51115,Mathews County,4480,308175,167449,9507,17256,45564,4598,21358,9639,3463,3489,35132,1090,550,597
51117,Mecklenburg County,14980,727318,477694,11741,28697,89887,16762,44468,32448,5554,7264,70964,7253,3110,3378
51119,Middlesex County,5630,370443,205024,9803,21760,50140,6119,27915,16995,4060,4648,43148,1685,800,891
51121,Montgomery County,36670,2577987,1782123,65343,148373,209803,46866,104775,126011,22451,37050,316009,8687,4390,5272
51125,Nelson County,7980,530119,291199,20430,45265,68752,10580,34938,18336,5260,7071,65042,2527,1200,1366
51127,New Kent County,12800,1540241,1244507,21588,29169,103309,16548,43122,46390,18094,14722,288573,2132,1060,1562
51131,Northampton County,6320,358381,208879,9574,20514,43978,8867,22627,23008,4475,3561,43680,3295,1370,1593
51133,Northumberland Count,6420,465450,219745,10834,28783,82019,7816,37183,32153,7335,6688,60449,2196,960,1084
51135,Nottoway County,7140,294920,211119,1649,6975,39402,7036,16341,5532,1629,2753,24175,3334,1410,1799
51137,Orange County,19130,1233912,832350,30786,55813,157400,22339,62340,38787,17941,14891,132577,5734,2610,3620
51139,Page County,11630,566839,407262,11551,15745,61346,20776,27022,9991,3488,3511,49547,4376,2090,2380
51141,Patrick County,7900,355031,245979,8851,11360,34979,12319,18676,17496,1257,3068,31245,3296,1510,1753
51143,Pittsylvania County,28590,1381923,998575,22282,38749,135893,44927,69021,57248,7199,16095,122279,12274,5420,6152
51145,Powhatan County,15190,1321575,915664,30309,56599,112183,16644,59181,75880,23084,18458,171991,2438,1240,1689
